Song,Lyrics
Kanye West Lil Wayne And Eminem Forever,"Everybody got a deal, I did it without one"
Kanye West Lil Wayne And Eminem Forever,"Yeah, nigga, I'm about my business"
Kanye West Lil Wayne And Eminem Forever,"Killin' all these rappers, you would swear I had a hit list"
Kanye West Lil Wayne And Eminem Forever,Everyone who doubted me is askin' for forgiveness
Kanye West Lil Wayne And Eminem Forever,"If you ain't been a part of it, at least you got to witness, bitches"
Kanye West Lil Wayne And Eminem Forever,It may not mean nothin' to y'all
Kanye West Lil Wayne And Eminem Forever,"But understand, nothin' was done for me"
Kanye West Lil Wayne And Eminem Forever,So I don't plan on stoppin' at all
Kanye West Lil Wayne And Eminem Forever,"I want this shit forever, mane, 'ever, mane, 'ever, mane"
Kanye West Lil Wayne And Eminem Forever,I'm shuttin' shit down in the mall
Kanye West Lil Wayne And Eminem Forever,And tellin' every girl she the one for me
Kanye West Lil Wayne And Eminem Forever,And I ain't even plannin' to call
Kanye West Lil Wayne And Eminem Forever,"I want this shit forever, mane, 'ever, mane, 'ever, mane"
Kanye West Lil Wayne And Eminem Forever,"Ayy, ever-ever, Mr. West is in the buildin'"
Kanye West Lil Wayne And Eminem Forever,Ain't no question who about to kill 'em
Kanye West Lil Wayne And Eminem Forever,"I used to have hood dreams, big fame, big chains"
Kanye West Lil Wayne And Eminem Forever,I stuck my dick inside this life until that bitch came
Kanye West Lil Wayne And Eminem Forever,And went hard all fall like the ball teams
Kanye West Lil Wayne And Eminem Forever,Just so I can make it rain all spring
Kanye West Lil Wayne And Eminem Forever,"Y'all seen my story, my glory"
Kanye West Lil Wayne And Eminem Forever,"I had raped the game young, you could call it statutory"
Kanye West Lil Wayne And Eminem Forever,"When a nigga blow up, they gon' build statues for me"
Kanye West Lil Wayne And Eminem Forever,"Old money, Benjamin Button, ""What?"" nothin'"
Kanye West Lil Wayne And Eminem Forever,Now it's super bad chicks givin' me McLovin
Kanye West Lil Wayne And Eminem Forever,You would think I ran the world like Michelle's husband
Kanye West Lil Wayne And Eminem Forever,You would think these niggas know me when they really doesn't
Kanye West Lil Wayne And Eminem Forever,"Like they was down with the old me, no you fuckin' wasn't"
Kanye West Lil Wayne And Eminem Forever,"Um, you're such a fuckin' loser"
Kanye West Lil Wayne And Eminem Forever,"He ain't even go to class, Bueller"
Kanye West Lil Wayne And Eminem Forever,Trade the Grammy plaques just to have my granny back
Kanye West Lil Wayne And Eminem Forever,'Member she had that bad hip like a fanny pack?
Kanye West Lil Wayne And Eminem Forever,Chasin' the stardom will turn you to a maniac
Kanye West Lil Wayne And Eminem Forever,All the way in Hollywood and I can't even act
Kanye West Lil Wayne And Eminem Forever,"They pull they cameras out and, goddamn, he snap"
Kanye West Lil Wayne And Eminem Forever,"I used to want this thing forever, y'all can have it back"
Kanye West Lil Wayne And Eminem Forever,It may not mean nothin' to y'all
Kanye West Lil Wayne And Eminem Forever,"But understand, nothin' was done for me"
Kanye West Lil Wayne And Eminem Forever,So I don't plan on stoppin' at all
Kanye West Lil Wayne And Eminem Forever,"I want this shit forever, mane, 'ever, mane, 'ever, mane"
Kanye West Lil Wayne And Eminem Forever,I'm shuttin' shit down in the mall
Kanye West Lil Wayne And Eminem Forever,And tellin' every girl she the one for me
Kanye West Lil Wayne And Eminem Forever,And I ain't even plannin' to call
Kanye West Lil Wayne And Eminem Forever,"I want this shit forever, mane, 'ever, mane, 'ever, mane"
Kanye West Lil Wayne And Eminem Forever,"Okay, hello, it's the Martian, Space Jam Jordans"
Kanye West Lil Wayne And Eminem Forever,"I want this shit forever, wake up and smell the garden"
Kanye West Lil Wayne And Eminem Forever,"Fresher than the harvest, step up to the target"
Kanye West Lil Wayne And Eminem Forever,"If I had one guess, then I guess I'm just New Orleans"
Kanye West Lil Wayne And Eminem Forever,And I will never stop like I'm runnin' from the cops
Kanye West Lil Wayne And Eminem Forever,"Hopped up in my car and told my chauffeur, ""To the top"""
Kanye West Lil Wayne And Eminem Forever,"Life is such a fuckin' roller coaster, then it drops"
Kanye West Lil Wayne And Eminem Forever,But what should I scream for? This is my theme park
Kanye West Lil Wayne And Eminem Forever,My mind shine even when my thoughts seem dark
Kanye West Lil Wayne And Eminem Forever,"Pistol on my side, you don't wanna hear that thing talk"
Kanye West Lil Wayne And Eminem Forever,"Let the king talk, check the price and pay attention"
Kanye West Lil Wayne And Eminem Forever,"Lil Wayne, that's what they gotta say or mention"
Kanye West Lil Wayne And Eminem Forever,I'm like Nevada in the middle of the summer
Kanye West Lil Wayne And Eminem Forever,"I'm restin' in the lead, I need a pillow and a cover"
Kanye West Lil Wayne And Eminem Forever,"Shh, my foot's sleepin' on the gas"
Kanye West Lil Wayne And Eminem Forever,"No brake pads, no such thing as last, huh"
Kanye West Lil Wayne And Eminem Forever,It may not mean nothin' to y'all
Kanye West Lil Wayne And Eminem Forever,"But understand, nothin' was done for me"
Kanye West Lil Wayne And Eminem Forever,So I don't plan on stoppin' at all
Kanye West Lil Wayne And Eminem Forever,"I want this shit forever, mane, 'ever, mane, 'ever, mane"
Kanye West Lil Wayne And Eminem Forever,I'm shuttin' shit down in the mall
Kanye West Lil Wayne And Eminem Forever,And tellin' every girl she the one for me
Kanye West Lil Wayne And Eminem Forever,And I ain't even plannin' to call
Kanye West Lil Wayne And Eminem Forever,"I want this shit forever, mane, 'ever, mane, 'ever, mane"
Kanye West Lil Wayne And Eminem Forever,"There they go, packin' stadiums as Shady spits his flow"
Kanye West Lil Wayne And Eminem Forever,"Nuts they go, Macadamian, they go so ballistic, woah"
Kanye West Lil Wayne And Eminem Forever,"He can make them look like bozos,"
Kanye West Lil Wayne And Eminem Forever, 
Kanye West Lil Wayne And Eminem Forever,he's wonderin' if he should spit this slow
Kanye West Lil Wayne And Eminem Forever,"Fuck no, go for broke,"
Kanye West Lil Wayne And Eminem Forever, 
Kanye West Lil Wayne And Eminem Forever,"his cup just runneth over, oh no"
Kanye West Lil Wayne And Eminem Forever,He ain't had him a buzz like this since the last time that he overdosed
Kanye West Lil Wayne And Eminem Forever,They been waiting patiently for Pinocchio to poke his nose
Kanye West Lil Wayne And Eminem Forever,Back into the game and they know rap will never be the same as befo'
Kanye West Lil Wayne And Eminem Forever,Bashin' in the brains of these hoes and establishin' a name as he goes
Kanye West Lil Wayne And Eminem Forever,"The passion in the flame is ignited, you can't put it out once we light it"
Kanye West Lil Wayne And Eminem Forever,This shit is exactly what the fuck that I'm talkin' about when we riot
Kanye West Lil Wayne And Eminem Forever,"You dealin' with a few true villains who stand inside of the booth, truth-spillin'"
Kanye West Lil Wayne And Eminem Forever,"And spit true feelings until our tooth fillings come flyin' up out of our mouths, now rewind it"
Kanye West Lil Wayne And Eminem Forever,"Payback, motherfucker, for the way that you doubted me, how's it taste?"
Kanye West Lil Wayne And Eminem Forever,When I slap the taste outta your mouths with a bass so loud that it shakes the place
Kanye West Lil Wayne And Eminem Forever,"I'm Hannibal Lecter, so just in case you're thinkin' of savin' face"
Kanye West Lil Wayne And Eminem Forever,"You ain't gonna have no face to save by the time I'm through with this place, so, Drake"
Kanye West Lil Wayne And Eminem Forever,It may not mean nothin' to y'all
Kanye West Lil Wayne And Eminem Forever,"But understand, nothin' was done for me"
Kanye West Lil Wayne And Eminem Forever,So I don't plan on stoppin' at all
Kanye West Lil Wayne And Eminem Forever,"I want this shit forever, mane, 'ever, mane, 'ever, mane"
Kanye West Lil Wayne And Eminem Forever,I'm shuttin' shit down in the mall
Kanye West Lil Wayne And Eminem Forever,And tellin' every girl she the one for me
Kanye West Lil Wayne And Eminem Forever,And I ain't even plannin' to call
Kanye West Lil Wayne And Eminem Forever,"I want this shit forever, mane, 'ever, mane, 'ever, mane"
Energy,186 Contributors
Energy,Translations
Energy,Português
Energy,Español
Energy,فارسی
Energy,Energy Lyrics
Energy,[Intro: DJ Jah Walton & 
Energy,Drake
Energy,]
Energy,"Lickwood means ""rewind"" and gunshot means ""forward"""
Energy,"You requested it, so we rewind ("
Energy,6ix
Energy,)
Energy,"Yeah, way, way, way up"
Energy, (
Energy,6ix
Energy,)
Energy,Turn it all up
Energy,"Yeah, look"
Energy,"I got enemies, got a lot of enemies"
Energy,Got a lot of people tryna drain me of my energy
Energy,They tryna take the wave from a nigga
Energy,Fuckin' with the kid and pray for your nigga
Energy,I got girls in real life tryna fuck up my day
Energy,"Fuck goin' online, that ain't part of my day"
Energy,I got real shit poppin' with my family too
Energy,I got niggas that can never leave Canada too (
Energy,6ix
Energy,)
Energy,"I got two mortgages, thirty million in total"
Energy,I got niggas that'll still try fuckin' me over
Energy,I got rap niggas that I gotta act like I like
Energy,"But my actin' days are over, fuck them niggas for life, yeah"
Energy,"I got enemies, got a lot of enemies"
Energy,Got a lot of people tryna drain me of this energy
Energy,They tryna take the wave from a nigga
Energy,Fuckin' with the kid and pray for your nigga
Energy,"I got people talkin' down, man, like I give a fuck"
Energy,"I bought this one a purse, I bought this one a truck"
Energy,"I bought this one a house, I bought this one a mall"
Energy,"I keep buyin' shit, just make sure you keep track of it all"
Energy,I got bitches askin' me about the code for the Wi-Fi
Energy,So they can talk about they Timeline
Energy,And show me pictures of they friends
Energy,Just to tell me they ain't really friends
Energy,"Ex-girl, she the female version of me"
Energy,"I got strippers in my life, but they virgins to me"
Energy,I hear everybody talkin' 'bout what they gon' be
Energy,"I got high hopes for you niggas, we gon' see"
Energy,I got money in the courts 'til all my niggas are free
Energy,"'Bout to call your ass a Uber, I got somewhere to be"
Energy,I hear fairy tales 'bout how they gon' run up on me
Energy,"Well, run up when you see me, then, and we gon' see"
Energy,"I got enemies, got a lot of enemies"
Energy,Got a lot of people tryna drain me of this energy
Energy,They tryna take the wave from a nigga
Energy,Fuckin' with the kid and pray for your nigga
Energy,[Post-Chorus: Michel'le & 
Energy,Drake
Energy,]
Energy,He was once a thug—
Energy,"He was, he—"
Energy,He was once a thug—
Energy,"He was, he— ("
Energy,Yeah
Energy,)
Energy,He was once a thug—
Energy,"He was, he— ("
Energy,Yeah
Energy,)
Energy,He was once—
Energy,"Nah, fuck all of you niggas, I ain't finished"
Energy,Y'all don't wanna hear me say it's a go
Energy,"Y'all don't wanna see Win Win, 50 or Whoa"
Energy,I got real ones livin' past Kennedy Road
Energy,I got real ones with me everywhere that I go
Energy,"I'm tryna tell ya I got enemies, got a lot of enemies"
Energy,"Every time I see 'em, somethin' wrong with their memory"
Energy,Tryna take the wave from a nigga
Energy,"So tired of savin' all these niggas, mayne"
Energy,Grrah
Energy,Hahahaha
Energy,"Yeah, run 'em"
Energy,"I got enemies, got a lot of enemies"
Energy,Got a lot of people tryna drain me of this energy
Energy,They tryna take the wave from a nigga
Energy,Fuckin' with the kid and pray for your nigga (
Energy,6ix
Energy,)
Energy,"I'm off this, man"
Childs Play,177 Contributors
Childs Play,Child’s Play Lyrics
Childs Play,"On “Child’s Play,” Drake explains to a woman that her simple desires for a new outfit are mere child’s play. He’s happy to indulge as long as she continues to give him what he needs."
Childs Play,Drake’s Cheesecake… 
Childs Play,Read More
Childs Play, 
Childs Play,[Intro: 
Childs Play,DJ Eric
Childs Play, & Drake]
Childs Play,"Breaking news, my niggas"
Childs Play,If your girlfriend has went to any
Childs Play,Season opener basketball game
Childs Play,"Best believe, she's fucking some niggas on that team"
Childs Play,She's fucking somebody on the basketball team
Childs Play,If she's at the game
Childs Play,"Right, right, yeah"
Childs Play,I say bounce that shit like woah
Childs Play,"Yeah, bounce that shit like woah"
Childs Play,"This is not a fairytale, I already know how you like it"
Childs Play,Take you to the mall and get you a new outfit
Childs Play,"Girl, that's just some child's play"
Childs Play,"Bounce that shit like woah, woah, woah"
Childs Play,"Woah, woah, heard all of the stories about you"
Childs Play,I already know and I like it
Childs Play,Take you to the mall and get you a new outfit
Childs Play,"Girl, that's just some child's play"
Childs Play,"Bounce that shit like woah, yeah"
Childs Play,Bounce that shit like woah
Childs Play,Why you gotta fight with me at Cheesecake?
Childs Play,You know I love to go there
Childs Play,"Say I'm actin' lightskin, I can't take you nowhere"
Childs Play,This a place for families that drive Camrys and go to Disney
Childs Play,They don't need to know all of our business
Childs Play,"You wildin', you super childish, you go to CVS for Kotex"
Childs Play,"In my Bugatti, I took the key and tried to hide it"
Childs Play,"So you can't drive it, and put on mileage"
Childs Play,"Then you find it, awkward silence"
Childs Play,"Mama is a saint, yes, she raised me real good"
Childs Play,All because of her I don't do you like I should
Childs Play,Don't make me give you back to the hood
Childs Play,Don't make me give you back
Childs Play,I say bounce that shit like woah
Childs Play,"Yeah, bounce that shit like woah"
Childs Play,"This is not a fairytale, I already know how you like it"
Childs Play,Take you to the mall and get you a new outfit
Childs Play,Girl that's just some child's play
Childs Play,"Bounce that shit like woah, woah, woah"
Childs Play,"Woah, woah, heard all of the stories about you"
Childs Play,I already know and I like it
Childs Play,Take you to the mall and get you a new outfit
Childs Play,"Girl, that's just some child's play"
Childs Play,"Bounce that shit like woah, yeah"
Childs Play,Bounce that shit like woah
Childs Play,"Yeah, rode that dick like a soldier"
Childs Play,She rode it like a soldier
Childs Play,She rode it like a jungle soldier
Childs Play,"She rode it like a, yeah, yeah"
Childs Play,"I got it, yeah"
Childs Play,"You don't wanna fall in love, I know"
Childs Play,"I'm not someone you should trust, I know"
Childs Play,"I give Chanel out like a hug, I know"
Childs Play,I knew a couple of your friends way before
Childs Play,How many girls have slept in this bed?
Childs Play,Say a different number than the one that's in my head
Childs Play,"Lying to protect you, I be doing that a lot"
Childs Play,My past checkered like the Louis you just got
Childs Play,"Married in our twenties, now, where the fun in that?"
Childs Play,My city love me like a college running back
Childs Play,"Pack a bag, you gon' end up staying where I'm at"
Childs Play,Took you from the hood and I could never give you back
Childs Play,I just wanna let you know that someone love you back
Childs Play,All the Cadillac like I'm Teddy Pendergrass
Childs Play,"Whippin' on this shit, I'm getting ready, where you at?"
Childs Play,Riding...
Childs Play,She rode that dick like a soldier
Childs Play,She rode it like a soldier
Childs Play,She rode it like a Melpomene soldier
Childs Play,She rode that dick like a soldier
Childs Play,She rode it like a soldier
Childs Play,She rode it like a jungle soldier
Childs Play,Rode that dick like a soldier
Childs Play,She rode it like a soldier
Childs Play,She rode it like a Melpomene soldier
Childs Play,"Burrrrat stick it, b-burrrrat stick it"
Childs Play,"Burrrrat stick it, ba-ba-ba stick it"
Childs Play,"Burrrrat stick it, ba-ba-ba stick it"
Childs Play,"Burrrrat stick it, ba-ba-ba stick it"
Childs Play,"Burrrrat stick it, ba-ba-ba stick it"
Childs Play,"Burrrrat stick it, ba-ba-ba stick it"
Childs Play,"Thank you, thanks, Drake, thanks baby"
Childs Play,Motherfuckers drunk and tired
Childs Play,"Tired, I'm tired, boss"
Too Good,192 Contributors
Too Good,Translations
Too Good,Español
Too Good,Français
Too Good,Too Good Lyrics
Too Good,"“Too Good” is about a couple who go out of their way to treat each other well, while they feel like their love is taken for granted."
Too Good,"Carrying the same Caribbean and dancehall beat as that of “Work,” their… "
Too Good,Read More
Too Good, 
Too Good,"Oh, yeah, yeah, yeah"
Too Good,"Oh, yeah, yeah, yeah"
Too Good,Yeah
Too Good,"Look, I don't know how to talk to you"
Too Good,I don't know how to ask you if you're okay
Too Good,My friends always feel the need to tell me things
Too Good,Seems like they're just happier than us these days
Too Good,Yeah
Too Good,"These days, I don't know how to talk to you"
Too Good,I don't know how to be there when you need me
Too Good,It feels like the only time you see me
Too Good,Is when you turn your head to the side and look at me differently
Too Good,Yeah
Too Good,"And last night, I think I lost my patience"
Too Good,"Last night, I got high as your expectations"
Too Good,"Last night, I came to a realization"
Too Good,And I hope you can take it
Too Good,"I hope you can take it, oh"
Too Good,I'm too good to you
Too Good,I'm way too good to you
Too Good,You take my love for granted
Too Good,I just don't understand it
Too Good,"No, I'm too good to you"
Too Good,I'm way too good to you
Too Good,You take my love for granted
Too Good,I just don't understand it
Too Good,I don't know how to talk to you
Too Good,I just know I found myself getting lost with you
Too Good,"Lately, you just make me work too hard for you"
Too Good,"Got me on flights overseas, and I still can't get across to you"
Too Good,"And last night, I think I lost my patience"
Too Good,"Last night, I got high as your expectations"
Too Good,"Last night, I came to a realization"
Too Good,And I hope you can take it
Too Good,"I hope you can take it, oh"
Too Good,I'm too good to you
Too Good,I'm way too good to you
Too Good,You take my love for granted
Too Good,I just don't understand it
Too Good,"No, I'm too good to you"
Too Good,I'm way too good to you
Too Good,You take my love for granted
Too Good,I just don't understand it
Too Good,Years go by too fast
Too Good,I can't keep track
Too Good,How long did we last?
Too Good,I feel bad for asking
Too Good,It can't end like this
Too Good,We gotta take time with this
Too Good,"Cock up yuh bumper, sit down pon it"
Too Good,Let me see if this is something I can fix (
Too Good,Six
Too Good,)
Too Good,You got somebody other than me
Too Good,Don't play the victim when you're with me
Too Good,Free time is costing me more than it seems
Too Good,Sacrificing things
Too Good,And I wanna tell you my intentions
Too Good,I wanna do the things that I mention
Too Good,I wanna benefit from the friendship
Too Good,"I wanna get the late night message from you, from you"
Too Good,I put my hands around you
Too Good,Gotta get a handle on you
Too Good,Gotta get a handle on the fact that I
Too Good,I'm too good to you
Too Good,I'm way too good to you
Too Good,You take my love for granted
Too Good,I just don't understand it
Too Good,"No, I'm too good to you"
Too Good,I'm way too good to you
Too Good,You take my love for granted
Too Good,I just don't understand it
Too Good,Gyal a you mi waan
Too Good,Pay fi yuh visa meck yo fly out regular
Too Good,"Baby, cock up yuh bumper, sit down pon it"
Too Good,Gyal yo pum pum good and yuh fit
Too Good,Mi wi give you everything weh deh in my wallet
Too Good,And in my pocket
Too Good,"Cock up yuh bumper, sit down pon it"
Too Good,Gyal yo pum pum good and yuh fit
Too Good,Mi wi give you everything weh deh in my wallet
Too Good,And in my pocket
Jungle,158 Contributors
Jungle,Translations
Jungle,Türkçe
Jungle,Русский
Jungle,Jungle Lyrics
Jungle,"“Jungle” gets its title from a nickname for Lawrence Heights, a particularly rough neighborhood in Toronto."
Jungle,The song sounds like an ode to a particular girl back in the Jungle who Drake struggles to stay… 
Jungle,Read More
Jungle, 
Jungle,Rock me real slowly
Jungle,Put a bib on me
Jungle,"I'm just like a baby, droolin' over you"
Jungle,The things you do
Jungle,These days I'm lettin' God handle all things above me
Jungle,The things I can't change are the reason you love me
Jungle,"Listen, you can hear them callin' my name"
Jungle,"I'm all over the place, I can't sit in one place"
Jungle,I'm not ashamed at all
Jungle,"Still findin' myself, let alone a soulmate, I'm just sayin'"
Jungle,Feel like we one and the same
Jungle,"Our relationship changed that, or it never existed"
Jungle,"Whenever they say somethin' 'bout us, you listen"
Jungle,But fuck what they talkin' about on your timeline
Jungle,That's cuttin' all into my time with you
Jungle,Fuck what they talkin' about on your timeline
Jungle,That's cuttin' all into my time with you
Jungle,"My time with you, my"
Jungle,Rock me real slowly
Jungle,Put a bib on me
Jungle,"I'm just like a baby, droolin' over you"
Jungle,The things you do
Jungle,"She said, ""You're my everything"""
Jungle,"""I love you through everything"""
Jungle,I done did everything to her
Jungle,She forgave me for everything
Jungle,"This a ""forever"" thing"
Jungle,"Hate that I treat it like it's a ""whatever"" thing"
Jungle,"Trust me, girl, this shit is everything to me"
Jungle,She from the jungle
Jungle,She from the jungle
Jungle,"I take somebody else's car, drive there undercover"
Jungle,This shit is everything to me
Jungle,This shit is everything
Jungle,Don't know where we stand
Jungle,"I used to hit you 'bout everything, oh"
Jungle,Are we still good? Are we still good?
Jungle,Are we still good? Are we still good?
Jungle,"If I need to talk, are you around?"
Jungle,Are you down for the cause?
Jungle,Are you down? Are you down? Are you down?
Jungle,Are you down for the cause?
Jungle,Are you down? Are you down? Are you down?
Jungle,Are you down for the cause?
Jungle,You still down? You still down? You still down?
Jungle,[Chorus: Gabriel Garzón Montano & 
Jungle,Drake
Jungle,]
Jungle,Rock me real slowly (
Jungle,Yeah
Jungle,)
Jungle,Put a bib on me
Jungle,"I'm just like a baby, droolin' over you"
Jungle, The things you do
Jungle,"Yeah, these days, these new girls, they got me nervous"
Jungle,They go to school and do bottle service
Jungle,"They can't decide, they keep switchin' majors"
Jungle,Being indecisive makes me anxious
Jungle,Call your number and it's out of service
Jungle,Who can I call for your information?
Jungle,What am I supposed to do after we done everything that we done?
Jungle,Who is your replacement?
Jungle,Are we still good? Are we still good?
Jungle,Are we still good? Are we still good?
Furthest Thing,166 Contributors
Furthest Thing,Translations
Furthest Thing,Français
Furthest Thing,Furthest Thing Lyrics
Furthest Thing,Somewhere between psychotic and iconic
Furthest Thing,Somewhere between I want it and I got it
Furthest Thing,Somewhere between I'm sober and I'm lifted
Furthest Thing,Somewhere between a mistress and commitment
Furthest Thing,"But I stay down, girl, I always stay down"
Furthest Thing,"Get down, never lay down"
Furthest Thing,Promise to break everybody off before I break down
Furthest Thing,"Everyone just wait now, so much on my plate now"
Furthest Thing,"People I believed in, they don't even show they face now"
Furthest Thing,What they got to say now? Nothin' they can say now
Furthest Thing,Nothin' really changed but still they look at me a way now
Furthest Thing,What more can I say now? What more can I say now?
Furthest Thing,You might feel like nothin' was the same
Furthest Thing,"I still been drinkin' on the low, mobbin' on the low"
Furthest Thing,"Fuckin' on the low, smokin' on the low"
Furthest Thing,"I still been plottin' on the low, schemin' on the low"
Furthest Thing,"The furthest thing from perfect, like everyone I know"
Furthest Thing,"I just been drinkin' on the low, mobbin' on the low"
Furthest Thing,"Fuckin' on the low, smokin' on the low"
Furthest Thing,"I just been plottin' on the low, schemin' on the low"
Furthest Thing,"The furthest thing from perfect, like everyone I know"
Furthest Thing,And I hate that you don't think I belong to ya
Furthest Thing,Just too busy runnin' shit to run home to ya
Furthest Thing,You know that paper my passion
Furthest Thing,"Bittersweet celebrations, I know I can't change what happened"
Furthest Thing,"I can't help it, I can't help it, I was young and I was selfish"
Furthest Thing,I made every woman feel like she was mine and no one else's
Furthest Thing,"And now you hate me, stop pretendin', stop that frontin', I can't take it"
Furthest Thing,"Girl, don't treat me like a stranger, girl, you know I seen you naked"
Furthest Thing,"Girl, you know that I remember, don't be a pretender"
Furthest Thing,"Gettin' high at the condo, that's when it all comes together"
Furthest Thing,You know I stay reminiscing and make-up sex is tradition
Furthest Thing,"But you been missin', girl, and you might feel like nothin' was the same"
Furthest Thing,"I still been drinkin' on the low, mobbin' on the low"
Furthest Thing,"Fuckin' on the low, smokin' on the low"
Furthest Thing,"I still been plottin' on the low, schemin' on the low"
Furthest Thing,"The furthest thing from perfect, like everyone I know"
Furthest Thing,"I just been drinkin' on the low, mobbin' on the low"
Furthest Thing,"Fuckin' on the low, smokin' on the low"
Furthest Thing,"I just been plottin' on the low, schemin' on the low"
Furthest Thing,"The furthest thing from perfect, like everyone I know"
Furthest Thing,"Drinkin', smokin', fuckin', plottin'"
Furthest Thing,"Schemin', plottin', schemin', gettin' money"
Furthest Thing,"Drinkin', fuckin', smokin', plottin'"
Furthest Thing,"Schemin', plottin', schemin', gettin' money"
Furthest Thing,"Uh, this the life for me"
Furthest Thing,My momma told me this was right for me
Furthest Thing,"I got 'em worried, like make sure you save a slice for me"
Furthest Thing,I should have Spoons serve you up with a fork and knife for me
Furthest Thing,Your actions make us doubt you
Furthest Thing,Your lack of effort got me rappin' different
Furthest Thing,This the shit I wanna go out to
Furthest Thing,Play this shit at my funeral if they catch me slippin'
Furthest Thing,"Naked women swimmin', that's just how I'm livin'"
Furthest Thing,"Donate a million to some children, that's just how I'm feelin'"
Furthest Thing,"A nigga fillin' up arenas, who the fuck could see us?"
Furthest Thing,I had to Derrick Rose the knee up before I got the re-up
Furthest Thing,"Yours truly, the boy"
Furthest Thing,"I just build and build more, y'all niggas build to destroy"
Furthest Thing,"Y'all niggas party too much, man, I just chill and record"
Furthest Thing,"No filler, you feel it now if you ain't feel it before"
Furthest Thing,"Yes, Lord, this the shit I wanna go out to"
Furthest Thing,"Yeah, yeah, this the shit I wanna go out to"
Over My Dead Body,220 Contributors
Over My Dead Body,Translations
Over My Dead Body,한국어
Over My Dead Body,Türkçe
Over My Dead Body,Português
Over My Dead Body,Français
Over My Dead Body,Русский
Over My Dead Body,Over My Dead Body Lyrics
Over My Dead Body,"How I'm feeling, it doesn't matter"
Over My Dead Body,'Cause you know I'm okay
Over My Dead Body,"Instead, I ask myself, ""Why do you worry?"""
Over My Dead Body,"When you know, you know I'm the same"
Over My Dead Body,"I know, I know you don't love me, baby"
Over My Dead Body,They're trying to take you away from me
Over My Dead Body,Only over my dead body
Over My Dead Body,I think I killed everybody in the game last year
Over My Dead Body,"Man, fuck it, I was on, though"
Over My Dead Body,And I thought I found the girl of my dreams at the strip club
Over My Dead Body,"Mmm-mmm, fuck it, I was wrong, though"
Over My Dead Body,Shout out to all my niggas livin' tax-free
Over My Dead Body,"Nowadays, it's six figures when they tax me"
Over My Dead Body,"Oh well, guess you lose some and win some"
Over My Dead Body,Long as the outcome is income
Over My Dead Body,You know I want it all and then some
Over My Dead Body,"Shout out to Asian girls, let the lights dim some"
Over My Dead Body,"Shots came, I don't know where they was sent from"
Over My Dead Body,Probably some bad hoes I'm 'bout to take the hint from
Over My Dead Body,"Yeah, you know me well, nigga, yeah"
Over My Dead Body,I mean you ain't the only real nigga
Over My Dead Body,"They got me on these white women like Seal, nigga"
Over My Dead Body,"Slave to the pussy, but I'm just playin' the field, nigga, yeah"
Over My Dead Body,Are these people really discussin' my career again?
Over My Dead Body,Askin' if I'll be goin' platinum in a year again?
Over My Dead Body,Don't I got the shit the world wanna hear again?
Over My Dead Body,Don't Michael Jordan still got his hoop earring in?
Over My Dead Body,"Man, all of your flows bore me, paint dryin'"
Over My Dead Body,And I don't ever be trippin' off of what ain't mine
Over My Dead Body,And I be hearin' the shit you say through the grapevine
Over My Dead Body,"But jealousy is just love and hate at the same time, yeah"
Over My Dead Body,It's been that way from the beginnin'
Over My Dead Body,"I just been playin', I ain't even notice I was winnin'"
Over My Dead Body,And this is the only sound you should fear
Over My Dead Body,"Man, these kids wear crowns over here and everything is alright"
Over My Dead Body,"Oh, I know you don't love me, baby"
Over My Dead Body,They're trying to take you away from me
Over My Dead Body,Only over my dead body
Over My Dead Body,"You say I'm old news, well, who the new star?"
Over My Dead Body,"'Cause if I'm goin' anywhere, it's probably too far"
Over My Dead Body,Just performed at a bar mitzvah over in the States
Over My Dead Body,Used half of the money to beat my brother's case
Over My Dead Body,Red wine over fed time
Over My Dead Body,But shout out to the niggas that's doin' dead time
Over My Dead Body,And shout out to the bitches there when it's bedtime
Over My Dead Body,And fuck you to the niggas that think it's their time
Over My Dead Body,"Yeah, don't make me take your life apart, boy"
Over My Dead Body,"You and whoever the fuck gave you your start, boy"
Over My Dead Body,"Oh, you wanna be a motherfuckin' funny guy?"
Over My Dead Body,"Don't make me break your Kevin Hart, boy"
Over My Dead Body,"Yeah, it's whatever"
Over My Dead Body,"You know, feelin' good, livin' better"
Over My Dead Body,I think maybe I was numb to it last year
Over My Dead Body,But you know I feel it now more than ever
Over My Dead Body,My city love me like Mac Dre in the Bay
Over My Dead Body,"Second album, I'm back pavin' the way"
Over My Dead Body,The backpackers are back on the bandwagon
Over My Dead Body,"Like this was my comeback season back, back in the day"
Over My Dead Body,And I met your baby moms last night
Over My Dead Body,"We took a picture together, I hope she frames it"
Over My Dead Body,And I was drinkin' at the Palms last night
Over My Dead Body,"And ended up losin' everything that I came with, yeah"
Over My Dead Body,"Feel like I've been here before, huh?"
Over My Dead Body,"I still got ten years to go, huh?"
Over My Dead Body,And this is the only sound you should fear
Over My Dead Body,"Man, these kids wear crowns over here and everything is alright"
Over My Dead Body,"Oh, I know you don't love me, baby"
Over My Dead Body,They're trying to take you away from me
Over My Dead Body,Only over my dead body
Over My Dead Body,"Three in the morning, still going down"
Worst Behavior,208 Contributors
Worst Behavior,Translations
Worst Behavior,Türkçe
Worst Behavior,Português
Worst Behavior,English
Worst Behavior,Français
Worst Behavior,Worst Behavior Lyrics
